"heuristic","graph","size","runtime","memusg"
"PALUBECKIS2004bMST3","ER.txt",30000,1338.060959,16700
"PALUBECKIS2004bMST4","ER.txt",30000,1338.060959,98120
"PALUBECKIS2004bMST5","ER.txt",30000,1338.060959,45520
"PALUBECKIS2004bSTS","ER.txt",30000,1338.060959,15384
"MERZ1999GLS","ER.txt",30000,1338.060959,105672
"MERZ1999MUTATE","ER.txt",30000,1338.060959,157384
"MERZ1999CROSS","ER.txt",30000,1338.060959,140448
"PALUBECKIS2006","ER.txt",30000,1338.060959,29908
"KATAYAMA2001","ER.txt",30000,1338.060959,29900
"LU2010","ER.txt",30000,1338.060959,21456
"PARDALOS2008","ER.txt",30000,1338.060959,2032332
"GLOVER2010","ER.txt",30000,1338.060959,21636
"LAGUNA2009CE","ER.txt",30000,1338.060959,1450536
"LAGUNA2009HCE","ER.txt",30000,1338.060959,368488
"BEASLEY1998SA","ER.txt",30000,1338.060959,76072
"BEASLEY1998TS","ER.txt",30000,1338.060959,29904
"MERZ2002GREEDY","ER.txt",30000,1338.060959,15912
"MERZ2002ONEOPT","ER.txt",30000,1338.060959,16968
"MERZ2002KOPT","ER.txt",30000,1338.060959,15120
"MERZ2002GREEDYKOPT","ER.txt",30000,1338.060959,15916
"KATAYAMA2000","ER.txt",30000,1338.060959,16180
"MERZ2004","ER.txt",30000,1338.060959,72332
"ALKHAMIS1998","ER.txt",30000,1338.060959,75048
"HASAN2000GA","ER.txt",30000,1338.060959,115700
"HASAN2000TS","ER.txt",30000,1338.060959,18824
"LODI1999","ER.txt",30000,1338.060959,109524
"GLOVER1998a","ER.txt",30000,1338.060959,75312
